LOC,Cyclomatic_Complexity,Maintainability_Index,PEP8_Violations,Security_Issues,Defect_Prone
384,1.9056603773584904,36.57644794921735,6,0,1
3,1.5,100.0,0,0,1
5,0.0,0.0,0,0,0
251,3.333333333333333,27.28596214211057,5,0,0
59,3.5,80.92721291947201,0,0,0
119,2.5384615384615383,42.79158320093179,0,0,1
3,0.0,0.0,0,0,0
9,1.0,100.0,0,0,0
8,1.0,100.0,0,0,0
50,6.0,67.30329102022684,1,0,1
35,1.5,69.33443681312195,1,0,0
0,0.0,0.0,0,0,1
64,1.0,100.0,2,0,1
23,1.0,100.0,0,0,1
0,0.0,0.0,0,0,1
7,1.0,100.0,0,0,0
48,1.5714285714285714,100.0,1,0,0
19,1.0,100.0,0,0,1
77,5.25,68.00658381350686,0,0,0
35,1.3333333333333333,100.0,1,0,0
3,0.0,0.0,0,0,0
0,0.0,0.0,0,0,1
525,1.8142857142857145,34.0206759271989,2,1,0
145,2.625,49.888808491700885,2,0,0
135,2.2857142857142856,57.56699208797096,2,0,0
198,2.4,54.392879913942885,6,0,0
226,2.611111111111111,56.203259786597314,5,0,0
103,1.125,100.0,0,0,0
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
21,2.5,72.13824373623434,0,0,0
0,0.0,0.0,0,0,1
37,1.0,100.0,2,0,1
0,0.0,0.0,0,0,1
8,1.0,100.0,0,0,0
140,5.2,55.909924565507,5,0,0
202,3.263157894736842,48.65961133383533,5,0,0
8,1.0,100.0,0,0,0
17,1.5,100.0,0,0,0
14,3.0,73.70567794030467,0,0,1
47,8.0,86.32944574808387,2,0,0
65,2.333333333333333,51.50339334829186,2,0,0
12,1.5,100.0,0,0,1
120,2.1818181818181817,68.75066525419918,0,0,0
20,1.2,100.0,0,0,0
18,2.0,100.0,0,0,0
0,0.0,0.0,0,0,1
43,1.0,100.0,1,0,0
21,1.0,100.0,1,0,1
0,0.0,0.0,0,0,1
14,1.5,100.0,0,0,0
29,3.0,65.74329632583326,1,0,0
382,4.076923076923077,47.33462160360148,9,0,0
115,1.8666666666666667,73.20336566768154,2,0,0
551,4.269230769230769,36.18086071888566,12,1,0
13,1.0,100.0,0,0,0
19,2.0,94.05722940803729,0,0,0
71,7.333333333333333,74.15158391210178,1,0,0
40,6.0,86.7582993770766,0,0,0
0,0.0,0.0,0,0,1
0,0.0,0.0,0,0,1
399,6.307692307692308,39.8847367126077,14,0,0
48,5.333333333333333,52.47420395134166,0,0,0
36,3.0,84.64493935667436,3,0,0
0,0.0,0.0,0,0,1
7,1.0,100.0,0,0,0
235,3.2142857142857144,53.14759654674872,6,0,0
0,0.0,0.0,0,0,1
13,1.0,100.0,0,0,0
259,1.7272727272727273,59.78683658807071,3,0,0
459,2.245614035087719,29.995467754834287,6,0,0
6,0.0,0.0,0,0,0
278,2.16,57.97621058774156,5,0,0
677,3.5090909090909093,19.815669644536374,35,0,0
13,1.0,100.0,0,0,0
0,0.0,0.0,0,0,1
12,3.0,70.44404409360986,0,0,0
67,2.0,92.12457769691864,0,0,0
406,1.711111111111111,49.10710689546491,8,0,0
295,2.7058823529411766,42.49767273033642,5,13,0
34,1.1111111111111112,100.0,0,0,0
171,2.25,59.19092197953976,2,5,0
118,1.7857142857142858,47.36905905737991,0,3,0
189,1.9166666666666667,59.12834725942309,4,0,0
234,2.085714285714286,40.104699923820775,4,3,0
0,0.0,0.0,0,0,1
16,2.0,100.0,0,0,1
76,6.666666666666667,46.080264848047285,2,0,0
28,2.0,74.57622081428204,1,0,0
14,3.0,72.13824373623434,0,0,0
19,3.0,71.3248044092224,0,0,0
82,1.8235294117647056,60.68660392551252,0,0,0
227,9.666666666666666,54.93053450811745,11,0,0
118,2.375,70.20109277560572,2,0,0
12,2.0,100.0,0,0,1
66,3.5,52.36345102269924,2,0,0
159,3.625,58.71320444638667,4,0,0
48,0.0,0.0,0,0,1
20,3.0,70.77037628329926,1,0,1
0,0.0,0.0,0,0,1
305,3.111111111111111,40.236324899810455,9,1,1
67,2.75,53.38639968915623,1,0,1
99,2.333333333333333,49.83579126523482,1,0,0
0,0.0,0.0,0,0,1
161,2.375,55.58645251000924,0,0,0
89,3.4,79.17383395797947,0,0,0
128,1.2,78.40162271080717,0,0,0
92,12.0,77.82079043381027,1,0,0
79,1.6666666666666667,86.34935377243657,1,0,0
152,1.5294117647058822,71.80233541294699,5,0,0
253,1.48,70.35807745789464,4,0,0
77,3.0,66.05286864161685,2,0,0
3,0.0,0.0,0,0,0
206,1.6470588235294117,64.15568932861892,4,0,0
229,2.363636363636364,49.329433411984894,4,0,0
46,2.0,73.91352671798029,2,0,0
293,2.0,44.311236104033945,9,0,0
15,4.0,62.179022798221126,0,0,0
27,1.5,100.0,0,0,0
384,3.523809523809524,46.16939007709016,6,1,0
374,6.75,45.73148301267115,8,0,0
186,4.75,69.27377240212887,2,0,0
207,2.263157894736842,58.63850183144467,6,0,0
0,0.0,0.0,0,0,1
636,4.71875,31.878795585959907,13,0,0
22,2.0,100.0,0,0,0
253,3.2857142857142856,67.58033255328142,7,0,0
62,1.2857142857142858,100.0,1,0,0
45,3.25,72.13811164420463,1,0,0
10,1.5,100.0,0,0,0
66,2.5,62.66557314422558,2,0,0
33,2.333333333333333,93.5149461560634,0,0,0
193,6.555555555555555,53.69470741564595,8,0,0
1,0.0,0.0,0,0,1
707,3.25,36.43659103986445,23,0,0
120,3.4,73.27419207079573,1,0,0
59,3.0,74.7113167360024,2,0,0
404,6.454545454545454,39.37327483698622,2,0,0
181,3.9,63.079177474347226,3,4,0
443,8.636363636363637,44.5472156222227,10,0,0
88,5.333333333333333,64.69478782715392,3,0,0
195,8.166666666666666,47.57095479732926,13,0,0
131,8.0,48.45584499788484,4,0,0
49,2.333333333333333,81.94506083979174,2,1,0
92,3.5,57.98748980549034,5,0,1
286,14.5,41.5856449510856,15,0,0
94,5.0,70.11876555219848,4,0,0
418,13.75,29.566923300573144,29,0,0
433,5.0,31.862725574698853,13,0,0
778,5.433333333333334,19.062638412189767,32,0,0
518,12.666666666666666,31.773002241065623,32,0,0
509,17.285714285714285,25.842446890667567,38,0,1
129,8.0,57.81018125877233,11,0,0
201,4.222222222222222,48.22654248189402,9,1,0
46,2.333333333333333,67.20367118735466,4,0,0
283,7.5,52.14229562832246,13,3,0
177,6.333333333333333,54.178710556832506,7,0,0
30,2.333333333333333,64.66163236399034,4,0,0
83,3.5,72.28090345714456,7,0,0
32,3.0,61.286050309654925,2,0,0
253,13.0,44.66113581639341,15,0,0
14,1.5,100.0,0,0,0
21,1.5,87.6502730072477,1,0,0
66,2.5,80.28942837310335,3,0,0
65,1.3333333333333333,81.76693344851766,0,0,0
0,0.0,0.0,0,0,1
388,2.967741935483871,45.67639517174077,7,0,0
113,4.181818181818182,62.66869002640213,1,0,0
68,2.2222222222222223,77.1043336030413,1,0,0
222,3.0526315789473686,51.07570934788804,11,0,0
88,2.0,100.0,3,0,0
505,2.8378378378378377,39.31769701096619,13,4,0
255,4.076923076923077,60.51955976908338,3,0,0
284,2.8181818181818183,54.71593477132718,4,0,0
0,0.0,0.0,0,0,1
340,3.238095238095238,58.959245363263534,1,0,0
282,2.392857142857143,50.97194248788792,6,0,0
63,2.0,100.0,0,0,0
270,1.8297872340425527,46.84025344989985,6,0,0
3,0.0,0.0,0,0,0
342,2.8461538461538463,46.42621864907196,8,0,0
0,0.0,0.0,0,0,1
792,2.015625,32.096098755898886,15,0,0
31,1.4,100.0,0,2,0
404,2.4545454545454546,52.49424857084058,21,0,0
445,1.3333333333333333,68.32162179433901,0,0,0
216,2.411764705882353,67.96622127797457,7,0,0
834,1.962962962962963,28.596405279314475,25,1,0
2051,5.963414634146342,0.0,82,0,0
32,2.4,84.03814064551611,0,0,1
0,0.0,0.0,0,0,1
76,1.125,100.0,0,0,1
6,1.0,100.0,0,0,0
0,0.0,0.0,0,0,1
445,2.3076923076923075,50.16458184420532,10,1,0
72,7.0,65.9775273820493,0,0,0
72,6.5,72.35188696405345,2,0,0
100,4.2,53.75793920016232,4,3,0
295,1.6785714285714286,42.25201217990035,11,0,0
365,7.111111111111111,45.19487305415269,8,1,0
435,3.1714285714285717,31.686498668554503,19,0,0
263,3.0,46.82901226880803,11,1,0
77,3.5,71.1545625698106,4,0,0
0,0.0,0.0,0,0,1
663,3.311111111111111,34.0164767407158,15,1,0
27,2.0,67.87967487402553,0,0,0
469,2.909090909090909,33.163829630971364,31,1,0
221,1.5833333333333333,50.947589463952895,6,0,0
26,2.5,69.0541415215022,0,0,1
415,4.555555555555555,48.91457847301909,8,1,0
728,3.1296296296296298,19.020683601573904,21,2,0
252,3.8,50.2881449263579,10,2,0
99,1.5,79.70585002843438,2,0,0
22,3.5,68.45620632483141,1,0,0
0,0.0,0.0,0,0,1
612,3.088235294117647,37.0614303742595,18,0,0
64,8.333333333333334,60.394287491707374,0,0,0
54,7.0,86.82040808879671,4,0,0
91,2.75,60.58098174028427,2,0,0
176,1.7777777777777777,50.64017137923746,3,0,0
299,4.714285714285714,58.33062996918891,12,1,0
402,2.4,36.3073989252588,9,2,0
114,1.6666666666666667,72.45586778861266,1,0,0
380,4.277777777777778,40.62720179659285,22,0,0
0,0.0,0.0,0,0,1
378,2.227272727272727,54.46817901717783,8,1,0
10,1.5,100.0,0,0,0
159,4.666666666666667,52.924947928840695,7,0,0
177,1.6666666666666667,59.62642616542667,10,0,0
449,7.0,37.42516138824981,18,1,0
420,2.641025641025641,33.56975010516395,13,1,0
503,8.571428571428571,38.210074803279134,10,2,0
521,2.8846153846153846,18.04472731208305,5,2,0
0,0.0,0.0,0,0,1
2060,7.553571428571429,0.0,92,2,0
60,1.0833333333333333,61.59583491961249,0,0,0
414,9.833333333333334,40.457598806267576,18,0,0
335,2.757575757575758,46.73989288571616,14,1,0
422,6.4375,41.82272403133607,18,0,0
239,3.8461538461538463,59.80056153240317,5,0,0
69,7.0,76.0865094958893,4,0,0
347,2.7142857142857144,38.85921484480985,12,1,0
111,1.7,75.34222681917716,0,0,0
407,2.484848484848485,33.15587236973748,14,0,0
1020,4.390625,2.1358362262076898,41,2,0
129,4.5,64.32488491604587,4,0,0
323,3.25,40.17334534946743,10,0,0
2,0.0,0.0,0,0,0
177,1.4375,71.7789465645358,3,0,0
357,2.127659574468085,28.14732501796485,17,0,0
1288,2.337748344370861,0.0,60,0,0
214,2.6,53.06214111908103,9,0,0
46,0.0,0.0,0,0,0
